L                               1         0.0000000000      0.5000000000      0.5000000000      0.5000000000
G                             101         1.0019145453      0.0000000000      0.0000000000      0.0000000000
X                             216         2.1588258101      0.5000000000      0.0000000000      0.5000000000
X                             217         2.1588258101      0.5000000000     -0.5000000000      0.0000000000
K                             258         2.5678557104      0.3750000000     -0.3750000000      0.0000000000
G                             380         3.7949454113      0.0000000000      0.0000000000      0.0000000000
